tag,mode,frame,det_ms,nav_ms,total_ms,fps,objects
yolo11tiny_1.3.1,stress,363,0.03,0.02,0.05,19277.11,0
yolo11tiny_1.3.1,stress,364,0.02,0.02,0.04,23346.49,0
yolo11tiny_1.3.1,stress,365,0.05,0.02,0.07,14051.46,0
yolo11tiny_1.3.1,stress,366,0.02,0.02,0.04,24217.77,0
yolo11tiny_1.3.1,stress,367,0.01,0.02,0.03,30888.03,0
yolo11tiny_1.3.1,stress,368,0.02,0.02,0.04,26695.85,0
yolo11tiny_1.3.1,stress,369,0.02,0.02,0.05,20636.0,0
yolo11tiny_1.3.1,stress,370,0.02,0.02,0.04,28335.84,0
yolo11tiny_1.3.1,stress,371,0.03,0.03,0.06,15524.09,0
yolo11tiny_1.3.1,stress,372,0.02,0.03,0.05,21276.6,0
yolo11tiny_1.3.1,stress,373,0.02,0.03,0.05,19480.65,0
yolo11tiny_1.3.1,stress,374,0.02,0.02,0.04,24948.23,0
yolo11tiny_1.3.1,stress,375,0.03,0.02,0.05,19401.65,0
yolo11tiny_1.3.1,stress,376,0.02,0.03,0.05,19093.08,0
yolo11tiny_1.3.1,stress,377,0.02,0.03,0.04,23645.13,0
yolo11tiny_1.3.1,stress,378,0.02,0.02,0.05,21333.33,0
yolo11tiny_1.3.1,stress,379,0.02,0.03,0.05,21164.02,0
yolo11tiny_1.3.1,stress,380,0.02,0.02,0.04,24973.78,0
yolo11tiny_1.3.1,stress,381,0.02,0.04,0.06,15936.25,0
yolo11tiny_1.3.1,stress,382,0.02,0.02,0.04,24340.97,0
yolo11tiny_1.3.1,stress,383,0.02,0.02,0.04,23460.41,0
yolo11tiny_1.3.1,stress,384,0.03,0.03,0.06,17378.91,0
yolo11tiny_1.3.1,stress,385,0.02,0.03,0.05,20618.56,0
yolo11tiny_1.3.1,stress,386,0.02,0.02,0.05,21978.02,0
yolo11tiny_1.3.1,stress,387,0.02,0.03,0.05,21390.37,0
yolo11tiny_1.3.1,stress,388,0.02,0.03,0.05,21428.42,0
yolo11tiny_1.3.1,stress,389,0.02,0.03,0.05,20512.82,0
yolo11tiny_1.3.1,stress,390,0.02,0.03,0.05,19138.76,0
yolo11tiny_1.3.1,stress,391,0.03,0.04,0.06,15894.21,0
yolo11tiny_1.3.1,stress,392,0.02,0.02,0.05,21917.81,0
yolo11tiny_1.3.1,stress,393,0.02,0.03,0.05,20373.65,0
yolo11tiny_1.3.1,stress,394,0.02,0.03,0.05,21201.26,0
yolo11tiny_1.3.1,stress,395,0.02,0.03,0.05,21978.02,0
yolo11tiny_1.3.1,stress,396,0.03,0.03,0.06,16438.45,0
yolo11tiny_1.3.1,stress,397,0.02,0.03,0.05,19123.38,0
yolo11tiny_1.3.1,stress,398,0.02,0.03,0.05,19966.86,0
yolo11tiny_1.3.1,stress,399,0.02,0.02,0.04,23598.82,0
yolo11tiny_1.3.1,stress,400,0.02,0.02,0.04,22966.33,0
yolo11tiny_1.3.1,stress,401,0.02,0.04,0.06,17130.62,0
yolo11tiny_1.3.1,stress,402,0.01,0.01,0.02,40000.0,0
yolo11tiny_1.3.1,stress,403,0.01,0.01,0.03,33708.62,0
yolo11tiny_1.3.1,stress,404,0.02,0.03,0.04,22748.47,0
yolo11tiny_1.3.1,stress,405,0.02,0.03,0.05,22038.57,0
yolo11tiny_1.3.1,stress,406,0.02,0.02,0.04,22988.51,0
yolo11tiny_1.3.1,stress,407,0.02,0.02,0.04,23054.76,0
yolo11tiny_1.3.1,stress,408,0.02,0.03,0.06,17910.55,0
yolo11tiny_1.3.1,stress,409,0.02,0.02,0.04,26695.85,0
yolo11tiny_1.3.1,stress,410,0.01,0.02,0.03,37383.18,0
yolo11tiny_1.3.1,stress,411,0.01,0.01,0.02,58537.73,0
yolo11tiny_1.3.1,stress,412,0.01,0.02,0.03,31496.06,0
yolo11tiny_1.3.1,stress,413,0.02,0.01,0.03,34334.76,0
yolo11tiny_1.3.1,stress,414,0.01,0.01,0.02,49485.35,0
yolo11tiny_1.3.1,stress,415,0.02,0.02,0.04,22284.12,0
yolo11tiny_1.3.1,stress,416,0.02,0.03,0.05,18547.03,0
yolo11tiny_1.3.1,stress,417,0.01,0.02,0.03,33566.06,0
yolo11tiny_1.3.1,stress,418,0.01,0.01,0.02,46065.97,0
yolo11tiny_1.3.1,stress,419,0.03,0.04,0.06,15894.21,0
yolo11tiny_1.3.1,stress,420,0.04,0.03,0.07,15161.16,0
yolo11tiny_1.3.1,stress,421,0.02,0.02,0.05,22018.19,0
yolo11tiny_1.3.1,stress,422,0.02,0.03,0.05,20066.62,0
yolo11tiny_1.3.1,stress,423,0.02,0.03,0.05,19983.21,0
yolo11tiny_1.3.1,stress,424,0.02,0.03,0.05,22078.95,0
yolo11tiny_1.3.1,stress,425,0.02,0.1,0.12,8501.59,0
yolo11tiny_1.3.1,stress,426,0.02,0.03,0.05,18897.52,0
yolo11tiny_1.3.1,stress,427,0.02,0.02,0.04,23645.13,0
yolo11tiny_1.3.1,stress,428,0.02,0.02,0.04,23762.56,0
yolo11tiny_1.3.1,stress,429,0.01,0.01,0.03,36585.81,0
yolo11tiny_1.3.1,stress,430,0.01,0.02,0.03,29020.84,0
yolo11tiny_1.3.1,stress,431,0.02,0.02,0.04,26845.64,0
yolo11tiny_1.3.1,stress,432,0.03,0.03,0.05,18504.13,0
yolo11tiny_1.3.1,stress,433,0.02,0.03,0.05,20373.24,0
yolo11tiny_1.3.1,stress,434,0.07,0.04,0.12,8676.79,0
yolo11tiny_1.3.1,stress,435,0.02,0.03,0.05,19323.67,0
yolo11tiny_1.3.1,stress,436,0.02,0.03,0.05,20636.43,0
yolo11tiny_1.3.1,stress,437,0.02,0.03,0.05,18575.62,0
yolo11tiny_1.3.1,stress,438,0.02,0.03,0.05,20997.38,0
yolo11tiny_1.3.1,stress,439,0.02,0.03,0.05,19591.71,0
yolo11tiny_1.3.1,stress,440,0.02,0.03,0.05,19108.04,0
yolo11tiny_1.3.1,stress,441,0.04,0.04,0.08,12903.23,0
yolo11tiny_1.3.1,stress,442,0.02,0.02,0.04,25834.45,0
yolo11tiny_1.3.1,stress,443,0.02,0.02,0.04,24390.24,0
yolo11tiny_1.3.1,stress,444,0.01,0.02,0.03,32786.89,0
yolo11tiny_1.3.1,stress,445,0.03,0.03,0.05,18662.64,0
yolo11tiny_1.3.1,stress,446,0.02,0.02,0.04,24048.29,0
yolo11tiny_1.3.1,stress,447,0.01,0.02,0.03,35450.94,0
yolo11tiny_1.3.1,stress,448,0.01,0.01,0.02,43635.73,0
yolo11tiny_1.3.1,stress,449,0.02,0.04,0.06,16655.01,0
yolo11tiny_1.3.1,stress,450,0.02,0.02,0.04,24640.25,0
yolo11tiny_1.3.1,stress,451,0.02,0.03,0.05,21034.03,0
yolo11tiny_1.3.1,stress,452,0.02,0.03,0.05,21071.26,0
yolo11tiny_1.3.1,stress,453,0.02,0.03,0.04,22263.29,0
yolo11tiny_1.3.1,stress,454,0.03,0.03,0.06,17229.2,0
yolo11tiny_1.3.1,stress,455,0.02,0.02,0.04,26578.07,0
yolo11tiny_1.3.1,stress,456,0.02,0.02,0.05,21660.96,0
yolo11tiny_1.3.1,stress,457,0.02,0.02,0.05,21524.35,0
yolo11tiny_1.3.1,stress,458,0.02,0.02,0.04,23121.39,0
yolo11tiny_1.3.1,stress,459,0.02,0.03,0.05,21220.16,0
yolo11tiny_1.3.1,stress,460,0.01,0.01,0.02,56602.71,0
yolo11tiny_1.3.1,stress,461,0.02,0.02,0.04,25889.97,0
yolo11tiny_1.3.1,stress,462,0.02,0.03,0.05,19169.21,0
yolo11tiny_1.3.1,stress,463,0.02,0.02,0.04,25586.57,0
yolo11tiny_1.3.1,stress,464,0.02,0.02,0.04,24024.02,0
yolo11tiny_1.3.1,stress,465,0.02,0.02,0.04,23121.39,0
yolo11tiny_1.3.1,stress,466,0.04,0.1,0.13,7472.0,0
yolo11tiny_1.3.1,stress,467,0.02,0.02,0.04,23692.19,0
yolo11tiny_1.3.1,stress,468,0.02,0.03,0.05,21409.15,0
yolo11tiny_1.3.1,stress,469,0.02,0.03,0.04,22263.78,0
yolo11tiny_1.3.1,stress,470,0.02,0.02,0.05,22201.99,0
yolo11tiny_1.3.1,stress,471,0.02,0.03,0.05,18942.26,0
yolo11tiny_1.3.1,stress,472,0.02,0.03,0.05,21817.86,0
yolo11tiny_1.3.1,stress,473,0.02,0.03,0.05,20583.33,0
yolo11tiny_1.3.1,stress,474,0.02,0.03,0.05,21201.26,0
yolo11tiny_1.3.1,stress,475,0.02,0.02,0.05,21759.0,0
yolo11tiny_1.3.1,stress,476,0.02,0.03,0.05,18532.93,0
yolo11tiny_1.3.1,stress,477,0.02,0.03,0.05,19386.23,0
yolo11tiny_1.3.1,stress,478,0.02,0.02,0.04,22305.0,0
yolo11tiny_1.3.1,stress,479,0.02,0.02,0.04,23715.23,0
yolo11tiny_1.3.1,stress,480,0.02,0.02,0.04,23323.62,0
yolo11tiny_1.3.1,stress,481,0.02,0.02,0.05,21878.01,0
yolo11tiny_1.3.1,stress,482,0.02,0.03,0.05,19032.39,0
yolo11tiny_1.3.1,stress,483,0.02,0.03,0.05,21680.22,0
yolo11tiny_1.3.1,stress,484,0.02,0.03,0.05,19671.87,0
yolo11tiny_1.3.1,stress,485,0.02,0.03,0.05,20304.57,0
yolo11tiny_1.3.1,stress,486,0.02,0.02,0.04,24048.29,0
yolo11tiny_1.3.1,stress,487,0.02,0.02,0.04,24896.06,0
yolo11tiny_1.3.1,stress,488,0.02,0.03,0.05,21817.86,0
yolo11tiny_1.3.1,stress,489,0.02,0.02,0.04,23460.41,0
yolo11tiny_1.3.1,stress,490,0.02,0.02,0.05,21621.62,0
yolo11tiny_1.3.1,stress,491,0.04,0.04,0.08,12409.57,0
yolo11tiny_1.3.1,stress,492,0.02,0.03,0.04,22514.41,0
yolo11tiny_1.3.1,stress,493,0.02,0.03,0.05,21164.02,0
yolo11tiny_1.3.1,stress,494,0.02,0.03,0.05,21467.06,0
yolo11tiny_1.3.1,stress,495,0.02,0.02,0.04,23278.55,0
yolo11tiny_1.3.1,stress,496,0.02,0.03,0.05,21997.84,0
yolo11tiny_1.3.1,stress,497,0.02,0.02,0.04,24767.8,0
yolo11tiny_1.3.1,stress,498,0.02,0.02,0.04,22792.02,0
yolo11tiny_1.3.1,stress,499,0.02,0.02,0.04,24615.38,0
yolo11tiny_1.3.1,stress,500,0.02,0.03,0.06,17897.09,0
yolo11tiny_1.3.1,stress,501,0.02,0.02,0.04,25451.12,0
yolo11tiny_1.3.1,stress,502,0.02,0.02,0.04,23121.39,0
yolo11tiny_1.3.1,stress,503,0.01,0.02,0.03,30379.44,0
yolo11tiny_1.3.1,stress,504,0.01,0.02,0.03,31209.04,0
yolo11tiny_1.3.1,stress,505,0.02,0.02,0.04,25946.39,0
yolo11tiny_1.3.1,stress,506,0.02,0.02,0.04,26286.74,0
yolo11tiny_1.3.1,stress,507,0.02,0.03,0.05,22018.19,0
yolo11tiny_1.3.1,stress,508,0.02,0.02,0.05,21978.02,0
yolo11tiny_1.3.1,stress,509,0.02,0.03,0.05,21582.89,0
yolo11tiny_1.3.1,stress,510,0.02,0.02,0.04,27681.66,0
yolo11tiny_1.3.1,stress,511,0.02,0.02,0.04,25531.7,0
yolo11tiny_1.3.1,stress,512,0.03,0.02,0.06,17910.55,0
yolo11tiny_1.3.1,stress,513,0.02,0.02,0.04,25263.37,0
yolo11tiny_1.3.1,stress,514,0.02,0.03,0.05,21938.0,0
yolo11tiny_1.3.1,stress,515,0.02,0.02,0.04,24464.83,0
yolo11tiny_1.3.1,stress,516,0.02,0.02,0.04,23904.57,0
yolo11tiny_1.3.1,stress,517,0.03,0.03,0.06,15473.89,0
yolo11tiny_1.3.1,stress,518,0.02,0.02,0.04,23575.45,0
yolo11tiny_1.3.1,stress,519,0.02,0.02,0.04,23880.6,0
yolo11tiny_1.3.1,stress,520,0.02,0.02,0.05,21837.88,0
yolo11tiny_1.3.1,stress,521,0.02,0.02,0.04,23762.0,0
yolo11tiny_1.3.1,stress,522,0.02,0.02,0.04,23529.41,0
yolo11tiny_1.3.1,stress,523,0.02,0.02,0.04,23188.41,0
yolo11tiny_1.3.1,stress,524,0.02,0.02,0.05,20942.41,0
yolo11tiny_1.3.1,stress,525,0.02,0.02,0.04,24120.8,0
yolo11tiny_1.3.1,stress,526,0.03,0.02,0.05,21486.43,0
yolo11tiny_1.3.1,stress,527,0.02,0.02,0.04,22387.89,0
yolo11tiny_1.3.1,stress,528,0.02,0.02,0.03,31746.03,0
yolo11tiny_1.3.1,stress,529,0.01,0.02,0.03,32000.0,0
yolo11tiny_1.3.1,stress,530,0.01,0.01,0.02,46063.84,0
yolo11tiny_1.3.1,stress,531,0.02,0.02,0.04,23645.69,0
yolo11tiny_1.3.1,stress,532,0.01,0.02,0.03,29813.37,0
yolo11tiny_1.3.1,stress,533,0.02,0.02,0.04,25833.79,0
yolo11tiny_1.3.1,stress,534,0.02,0.02,0.04,25157.23,0
yolo11tiny_1.3.1,stress,535,0.02,0.02,0.04,27554.28,0
yolo11tiny_1.3.1,stress,536,0.02,0.02,0.04,25695.71,0
yolo11tiny_1.3.1,stress,537,0.02,0.03,0.05,20636.43,0
yolo11tiny_1.3.1,stress,538,0.02,0.02,0.04,28004.93,0
yolo11tiny_1.3.1,stress,539,0.02,0.02,0.04,27057.74,0
yolo11tiny_1.3.1,stress,540,0.02,0.03,0.05,19671.87,0
yolo11tiny_1.3.1,stress,541,0.02,0.02,0.04,22535.21,0
yolo11tiny_1.3.1,stress,542,0.02,0.02,0.04,22641.34,0
yolo11tiny_1.3.1,stress,543,0.02,0.02,0.04,24948.23,0
yolo11tiny_1.3.1,stress,544,0.02,0.02,0.04,26490.07,0
yolo11tiny_1.3.1,stress,545,0.02,0.02,0.04,22284.12,0
yolo11tiny_1.3.1,stress,546,0.02,0.02,0.04,25209.87,0
yolo11tiny_1.3.1,stress,547,0.02,0.02,0.04,24048.29,0
yolo11tiny_1.3.1,stress,548,0.03,0.02,0.05,20869.86,0
yolo11tiny_1.3.1,stress,549,0.02,0.03,0.05,22222.22,0
yolo11tiny_1.3.1,stress,550,0.02,0.02,0.04,24514.61,0
yolo11tiny_1.3.1,stress,551,0.02,0.02,0.04,26171.84,0
yolo11tiny_1.3.1,stress,552,0.02,0.03,0.05,21015.91,0
yolo11tiny_1.3.1,stress,553,0.02,0.02,0.04,22813.34,0
yolo11tiny_1.3.1,stress,554,0.02,0.02,0.05,21505.38,0
yolo11tiny_1.3.1,stress,555,0.02,0.03,0.05,20321.9,0
yolo11tiny_1.3.1,stress,556,0.02,0.03,0.05,21524.82,0
yolo11tiny_1.3.1,stress,557,0.02,0.02,0.04,28571.43,0
yolo11tiny_1.3.1,stress,558,0.03,0.03,0.06,16216.13,0
yolo11tiny_1.3.1,stress,559,0.02,0.02,0.04,25974.03,0
yolo11tiny_1.3.1,stress,560,0.03,0.03,0.06,16643.37,0
yolo11tiny_1.3.1,stress,561,0.02,0.02,0.04,26518.87,0
yolo11tiny_1.3.1,stress,562,0.02,0.02,0.04,28538.0,0
yolo11tiny_1.3.1,stress,563,0.02,0.03,0.05,21108.18,0
yolo11tiny_1.3.1,stress,564,0.02,0.03,0.05,21485.97,0
yolo11tiny_1.3.1,stress,565,0.02,0.02,0.04,23715.23,0
yolo11tiny_1.3.1,stress,566,0.02,0.03,0.05,21917.81,0
yolo11tiny_1.3.1,stress,567,0.02,0.03,0.05,21543.83,0
yolo11tiny_1.3.1,stress,568,0.02,0.02,0.05,21798.37,0
yolo11tiny_1.3.1,stress,569,0.02,0.02,0.04,24896.68,0
yolo11tiny_1.3.1,stress,570,0.02,0.03,0.05,21938.0,0
yolo11tiny_1.3.1,stress,571,0.02,0.02,0.05,22119.49,0
yolo11tiny_1.3.1,stress,572,0.02,0.03,0.05,20287.27,0
yolo11tiny_1.3.1,stress,573,0.02,0.02,0.04,24844.72,0
yolo11tiny_1.3.1,stress,574,0.02,0.02,0.05,20219.18,0
yolo11tiny_1.3.1,stress,575,0.02,0.12,0.14,7405.1,0
yolo11tiny_1.3.1,stress,576,0.02,0.03,0.05,22018.19,0
yolo11tiny_1.3.1,stress,577,0.02,0.02,0.04,24024.02,0
yolo11tiny_1.3.1,stress,578,0.02,0.02,0.05,21957.75,0
yolo11tiny_1.3.1,stress,579,0.02,0.03,0.05,22018.19,0
yolo11tiny_1.3.1,stress,580,0.02,0.02,0.04,25918.15,0
yolo11tiny_1.3.1,stress,581,0.02,0.02,0.04,23077.1,0
yolo11tiny_1.3.1,stress,582,0.02,0.02,0.04,22641.34,0
yolo11tiny_1.3.1,stress,583,0.02,0.02,0.04,25613.44,0
yolo11tiny_1.3.1,stress,584,0.02,0.03,0.05,21145.67,0
yolo11tiny_1.3.1,stress,585,0.02,0.03,0.05,21485.97,0
yolo11tiny_1.3.1,stress,586,0.02,0.03,0.05,21857.92,0
yolo11tiny_1.3.1,stress,587,0.02,0.02,0.04,23345.94,0
yolo11tiny_1.3.1,stress,588,0.02,0.03,0.05,22119.98,0
yolo11tiny_1.3.1,stress,589,0.02,0.04,0.06,17830.4,0
yolo11tiny_1.3.1,stress,590,0.02,0.02,0.04,24640.25,0
yolo11tiny_1.3.1,stress,591,0.02,0.02,0.04,25078.37,0
yolo11tiny_1.3.1,stress,592,0.02,0.02,0.04,22535.21,0
yolo11tiny_1.3.1,stress,593,0.02,0.02,0.04,26315.79,0
yolo11tiny_1.3.1,stress,594,0.07,0.03,0.09,10786.56,0
yolo11tiny_1.3.1,stress,595,0.02,0.03,0.05,21817.86,0
yolo11tiny_1.3.1,stress,596,0.02,0.03,0.05,20671.83,0
yolo11tiny_1.3.1,stress,597,0.02,0.02,0.04,22944.73,0
yolo11tiny_1.3.1,stress,598,0.02,0.03,0.05,20636.43,0
yolo11tiny_1.3.1,stress,599,0.02,0.03,0.05,20512.82,0
yolo11tiny_1.3.1,stress,600,0.02,0.03,0.05,20460.36,0
yolo11tiny_1.3.1,stress,601,0.02,0.02,0.04,23032.45,0
yolo11tiny_1.3.1,stress,602,0.02,0.02,0.04,23856.67,0
yolo11tiny_1.3.1,stress,603,0.02,0.02,0.04,26578.07,0
yolo11tiny_1.3.1,stress,604,0.02,0.03,0.05,19528.2,0
yolo11tiny_1.3.1,stress,605,0.02,0.02,0.04,24217.77,0
yolo11tiny_1.3.1,stress,606,0.02,0.02,0.05,21957.75,0
yolo11tiny_1.3.1,stress,607,0.02,0.02,0.04,24490.0,0
yolo11tiny_1.3.1,stress,608,0.03,0.03,0.06,17621.15,0
yolo11tiny_1.3.1,stress,609,0.02,0.02,0.04,24144.67,0
yolo11tiny_1.3.1,stress,610,0.02,0.03,0.05,20815.12,0
yolo11tiny_1.3.1,stress,611,0.04,0.03,0.07,14076.18,0
yolo11tiny_1.3.1,stress,612,0.02,0.03,0.05,20321.49,0
yolo11tiny_1.3.1,stress,613,0.02,0.03,0.05,21878.01,0
yolo11tiny_1.3.1,stress,614,0.02,0.02,0.04,23166.38,0
yolo11tiny_1.3.1,stress,615,0.02,0.02,0.04,25000.0,0
yolo11tiny_1.3.1,stress,616,0.02,0.02,0.04,24169.18,0
yolo11tiny_1.3.1,stress,617,0.02,0.02,0.05,22038.57,0
yolo11tiny_1.3.1,stress,618,0.02,0.03,0.05,21220.16,0
yolo11tiny_1.3.1,stress,619,0.02,0.03,0.05,21089.48,0
yolo11tiny_1.3.1,stress,620,0.02,0.03,0.05,20168.2,0
yolo11tiny_1.3.1,stress,621,0.02,0.02,0.04,22683.97,0
yolo11tiny_1.3.1,stress,622,0.01,0.02,0.04,28503.02,0
yolo11tiny_1.3.1,stress,623,0.01,0.02,0.03,30651.34,0
yolo11tiny_1.3.1,stress,624,0.02,0.02,0.04,28169.01,0
yolo11tiny_1.3.1,stress,625,0.02,0.02,0.04,27365.77,0
yolo11tiny_1.3.1,stress,626,0.03,0.04,0.07,15151.52,0
yolo11tiny_1.3.1,stress,627,0.02,0.02,0.04,24640.86,0
yolo11tiny_1.3.1,stress,628,0.02,0.02,0.05,21877.53,0
yolo11tiny_1.3.1,stress,629,0.02,0.02,0.04,27241.28,0
yolo11tiny_1.3.1,stress,630,0.02,0.02,0.04,26578.07,0
yolo11tiny_1.3.1,stress,631,0.02,0.02,0.04,27649.51,0
yolo11tiny_1.3.1,stress,632,0.02,0.02,0.04,28004.93,0
yolo11tiny_1.3.1,stress,633,0.02,0.02,0.04,22492.63,0
yolo11tiny_1.3.1,stress,634,0.02,0.02,0.04,27681.66,0
yolo11tiny_1.3.1,stress,635,0.02,0.02,0.04,28102.52,0
yolo11tiny_1.3.1,stress,636,0.03,0.02,0.05,19386.23,0
yolo11tiny_1.3.1,stress,637,0.03,0.03,0.06,16620.41,0
yolo11tiny_1.3.1,stress,638,0.02,0.02,0.04,26725.82,0
yolo11tiny_1.3.1,stress,639,0.02,0.02,0.04,25183.21,0
yolo11tiny_1.3.1,stress,640,0.02,0.03,0.05,21563.34,0
yolo11tiny_1.3.1,stress,641,0.03,0.02,0.05,20202.02,0
yolo11tiny_1.3.1,stress,642,0.03,0.03,0.05,19688.14,0
yolo11tiny_1.3.1,stress,643,0.02,0.03,0.05,21352.47,0
yolo11tiny_1.3.1,stress,644,0.02,0.03,0.05,21295.63,0
yolo11tiny_1.3.1,stress,645,0.02,0.02,0.04,23483.0,0
yolo11tiny_1.3.1,stress,646,0.02,0.02,0.04,23904.57,0
yolo11tiny_1.3.1,stress,647,0.02,0.02,0.04,23856.67,0
yolo11tiny_1.3.1,stress,648,0.02,0.03,0.05,20168.2,0
yolo11tiny_1.3.1,stress,649,0.02,0.02,0.04,24340.38,0
yolo11tiny_1.3.1,stress,650,0.02,0.02,0.04,24267.13,0
yolo11tiny_1.3.1,stress,651,0.02,0.03,0.06,17883.65,0
yolo11tiny_1.3.1,stress,652,0.02,0.02,0.04,27459.7,0
yolo11tiny_1.3.1,stress,653,0.02,0.02,0.04,23598.82,0
yolo11tiny_1.3.1,stress,654,0.02,0.02,0.04,24539.88,0
yolo11tiny_1.3.1,stress,655,0.02,0.02,0.04,25778.51,0
yolo11tiny_1.3.1,stress,656,0.02,0.02,0.04,25396.83,0
yolo11tiny_1.3.1,stress,657,0.02,0.02,0.04,24615.38,0
yolo11tiny_1.3.1,stress,658,0.02,0.03,0.05,21739.13,0
yolo11tiny_1.3.1,stress,659,0.02,0.02,0.04,25236.59,0
yolo11tiny_1.3.1,stress,660,0.02,0.02,0.04,22284.12,0
yolo11tiny_1.3.1,stress,661,0.02,0.02,0.04,24640.86,0
yolo11tiny_1.3.1,stress,662,0.03,0.03,0.05,19169.57,0
yolo11tiny_1.3.1,stress,663,0.02,0.02,0.04,26001.72,0
yolo11tiny_1.3.1,stress,664,0.02,0.02,0.04,27118.64,0
yolo11tiny_1.3.1,stress,665,0.02,0.02,0.04,27841.97,0
yolo11tiny_1.3.1,stress,666,0.02,0.04,0.06,16238.25,0
yolo11tiny_1.3.1,stress,667,0.02,0.02,0.04,25343.4,0
yolo11tiny_1.3.1,stress,668,0.02,0.02,0.04,23098.96,0
yolo11tiny_1.3.1,stress,669,0.02,0.02,0.05,21295.17,0
yolo11tiny_1.3.1,stress,670,0.02,0.02,0.04,24666.39,0
yolo11tiny_1.3.1,stress,671,0.02,0.02,0.04,24096.39,0
yolo11tiny_1.3.1,stress,672,0.02,0.02,0.04,23211.01,0
yolo11tiny_1.3.1,stress,673,0.02,0.02,0.04,22901.11,0
yolo11tiny_1.3.1,stress,674,0.02,0.02,0.04,22727.27,0
yolo11tiny_1.3.1,stress,675,0.02,0.02,0.05,21544.3,0
yolo11tiny_1.3.1,stress,676,0.02,0.03,0.05,21957.75,0
yolo11tiny_1.3.1,stress,677,0.02,0.02,0.04,23346.49,0
yolo11tiny_1.3.1,stress,678,0.02,0.02,0.04,22662.89,0
yolo11tiny_1.3.1,stress,679,0.02,0.03,0.04,23210.47,0
yolo11tiny_1.3.1,stress,680,0.02,0.02,0.04,22792.02,0
yolo11tiny_1.3.1,stress,681,0.02,0.02,0.04,26200.64,0
yolo11tiny_1.3.1,stress,682,0.03,0.03,0.06,16712.91,0
yolo11tiny_1.3.1,stress,683,0.02,0.02,0.04,23369.4,0
yolo11tiny_1.3.1,stress,684,0.02,0.03,0.05,19607.84,0
yolo11tiny_1.3.1,stress,685,0.02,0.02,0.04,23975.64,0
yolo11tiny_1.3.1,stress,686,0.02,0.03,0.05,18779.34,0
yolo11tiny_1.3.1,stress,687,0.02,0.42,0.44,2290.29,0
yolo11tiny_1.3.1,stress,688,0.02,0.03,0.05,21563.34,0
yolo11tiny_1.3.1,stress,689,0.01,0.02,0.03,32344.66,0
yolo11tiny_1.3.1,stress,690,0.02,0.02,0.04,24666.39,0
yolo11tiny_1.3.1,stress,691,0.02,0.02,0.04,25945.72,0
yolo11tiny_1.3.1,stress,692,0.02,0.02,0.04,22900.59,0
yolo11tiny_1.3.1,stress,693,0.02,0.03,0.05,22099.45,0
yolo11tiny_1.3.1,stress,694,0.02,0.03,0.05,20960.85,0
yolo11tiny_1.3.1,stress,695,0.02,0.02,0.05,21877.53,0
yolo11tiny_1.3.1,stress,696,0.02,0.02,0.04,24439.72,0
yolo11tiny_1.3.1,stress,697,0.02,0.02,0.04,26490.07,0
yolo11tiny_1.3.1,stress,698,0.01,0.02,0.03,30113.23,0
yolo11tiny_1.3.1,stress,699,0.01,0.02,0.03,34188.03,0
yolo11tiny_1.3.1,stress,700,0.01,0.01,0.03,36417.93,0
yolo11tiny_1.3.1,stress,701,0.01,0.02,0.03,29888.22,0
yolo11tiny_1.3.1,stress,702,0.02,0.02,0.04,25262.73,0
yolo11tiny_1.3.1,stress,703,0.02,0.02,0.04,22748.99,0
yolo11tiny_1.3.1,stress,704,0.02,0.02,0.04,22514.41,0
yolo11tiny_1.3.1,stress,705,0.02,0.02,0.04,26490.07,0
yolo11tiny_1.3.1,stress,706,0.04,0.02,0.06,17021.28,0
yolo11tiny_1.3.1,stress,707,0.01,0.02,0.03,33195.02,0
yolo11tiny_1.3.1,stress,708,0.02,0.02,0.05,22078.95,0
yolo11tiny_1.3.1,stress,709,0.02,0.02,0.04,26549.14,0
yolo11tiny_1.3.1,stress,710,0.02,0.03,0.04,23077.1,0
yolo11tiny_1.3.1,stress,711,0.01,0.02,0.03,32042.04,0
yolo11tiny_1.3.1,stress,712,0.01,0.02,0.03,30075.19,0
yolo11tiny_1.3.1,stress,713,0.01,0.02,0.03,29629.63,0
yolo11tiny_1.3.1,stress,714,0.02,0.02,0.04,27939.2,0
yolo11tiny_1.3.1,stress,715,0.02,0.02,0.03,29411.76,0
yolo11tiny_1.3.1,stress,716,0.01,0.02,0.03,29629.63,0
yolo11tiny_1.3.1,stress,717,0.02,0.03,0.05,21015.91,0
yolo11tiny_1.3.1,stress,718,0.02,0.02,0.04,26001.72,0
yolo11tiny_1.3.1,stress,719,0.01,0.02,0.03,29850.75,0
yolo11tiny_1.3.1,stress,720,0.02,0.04,0.06,16528.93,0
yolo11tiny_1.3.1,stress,721,0.03,0.03,0.05,18809.01,0
yolo11tiny_1.3.1,stress,722,0.02,0.02,0.04,26490.07,0
yolo11tiny_1.3.1,stress,723,0.02,0.03,0.05,21257.6,0
yolo11tiny_1.3.1,stress,724,0.02,0.02,0.04,26726.53,0
yolo11tiny_1.3.1,stress,725,0.02,0.03,0.04,24193.16,0
yolo11tiny_1.3.1,stress,726,0.02,0.02,0.04,27428.82,0
yolo11tiny_1.3.1,stress,727,0.02,0.02,0.04,24048.29,0
yolo11tiny_1.3.1,stress,728,0.02,0.02,0.03,28673.84,0
yolo11tiny_1.3.1,stress,729,0.01,0.02,0.03,31496.06,0
